REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"High River (CA), Alta.",45 to 54 years,Total - Gender,2021 Counts,128.11.1.1,1660,,1130,,520,,115,,25,,75,,230,,70,,15,
2021,"High River (CA), Alta.",45 to 54 years,Total - Gender,% distribution (2021),128.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",45 to 54 years,Men+,2021 Counts,128.11.2.1,785,,515,,265,,55,,15,,35,,110,,45,,10,
2021,"High River (CA), Alta.",45 to 54 years,Men+,% distribution (2021),128.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",45 to 54 years,Women+,2021 Counts,128.11.3.1,875,,615,,250,,60,,0,,40,,115,,25,,10,
2021,"High River (CA), Alta.",45 to 54 years,Women+,% distribution (2021),128.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",55 to 64 years,Total - Gender,2021 Counts,128.12.1.1,1915,,1710,,205,,165,,20,,0,,10,,10,,0,
2021,"High River (CA), Alta.",55 to 64 years,Total - Gender,% distribution (2021),128.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",55 to 64 years,Men+,2021 Counts,128.12.2.1,920,,810,,110,,85,,15,,0,,0,,10,,0,
2021,"High River (CA), Alta.",55 to 64 years,Men+,% distribution (2021),128.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",55 to 64 years,Women+,2021 Counts,128.12.3.1,995,,900,,100,,80,,0,,0,,10,,0,,0,
2021,"High River (CA), Alta.",55 to 64 years,Women+,% distribution (2021),128.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Total - Gender,2021 Counts,128.13.1.1,3325,,2890,,440,,400,,10,,15,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Total - Gender,% distribution (2021),128.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Men+,2021 Counts,128.13.2.1,1595,,1415,,185,,165,,0,,10,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Men+,% distribution (2021),128.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Women+,2021 Counts,128.13.3.1,1735,,1475,,260,,230,,10,,10,,0,,0,,0,
2021,"High River (CA), Alta.",65 years and over,Women+,% distribution (2021),128.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Total - Gender,2021 Counts,128.14.1.1,1935,,1705,,225,,200,,0,,10,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Total - Gender,% distribution (2021),128.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Men+,2021 Counts,128.14.2.1,885,,780,,100,,95,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Men+,% distribution (2021),128.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Women+,2021 Counts,128.14.3.1,1050,,925,,125,,110,,0,,10,,0,,0,,0,
2021,"High River (CA), Alta.",65 to 74 years,Women+,% distribution (2021),128.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Total - Gender,2021 Counts,128.15.1.1,1395,,1190,,210,,200,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Total - Gender,% distribution (2021),128.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Men+,2021 Counts,128.15.2.1,715,,635,,80,,75,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Men+,% distribution (2021),128.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Women+,2021 Counts,128.15.3.1,680,,555,,130,,120,,0,,0,,0,,0,,0,
2021,"High River (CA), Alta.",75 years and over,Women+,% distribution (2021),128.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",Total - Age,Total - Gender,2021 Counts,129.1.1.1,13070,,11410,,1555,,560,,125,,145,,265,,460,,100,
2021,"Lacombe (CA), Alta.",Total - Age,Total - Gender,% distribution (2021),129.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",Total - Age,Men+,2021 Counts,129.1.2.1,6315,,5570,,700,,255,,50,,65,,130,,200,,40,
2021,"Lacombe (CA), Alta.",Total - Age,Men+,% distribution (2021),129.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",Total - Age,Women+,2021 Counts,129.1.3.1,6755,,5845,,855,,310,,70,,75,,135,,260,,60,
2021,"Lacombe (CA), Alta.",Total - Age,Women+,% distribution (2021),129.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",0 to 14 years,Total - Gender,2021 Counts,129.2.1.1,2635,,2525,,100,,0,,0,,0,,30,,65,,10,
2021,"Lacombe (CA), Alta.",0 to 14 years,Total - Gender,% distribution (2021),129.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",0 to 14 years,Men+,2021 Counts,129.2.2.1,1340,,1290,,50,,0,,0,,0,,15,,35,,0,
2021,"Lacombe (CA), Alta.",0 to 14 years,Men+,% distribution (2021),129.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",0 to 14 years,Women+,2021 Counts,129.2.3.1,1290,,1235,,45,,0,,0,,0,,15,,30,,0,
2021,"Lacombe (CA), Alta.",0 to 14 years,Women+,% distribution (2021),129.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 years and over,Total - Gender,2021 Counts,129.3.1.1,10435,,8880,,1460,,560,,125,,145,,230,,395,,90,
2021,"Lacombe (CA), Alta.",15 years and over,Total - Gender,% distribution (2021),129.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 years and over,Men+,2021 Counts,129.3.2.1,4975,,4280,,650,,255,,50,,65,,115,,170,,40,
2021,"Lacombe (CA), Alta.",15 years and over,Men+,% distribution (2021),129.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 years and over,Women+,2021 Counts,129.3.3.1,5460,,4605,,810,,310,,70,,75,,120,,230,,50,
2021,"Lacombe (CA), Alta.",15 years and over,Women+,% distribution (2021),129.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 24 years,Total - Gender,2021 Counts,129.4.1.1,1630,,1420,,190,,0,,15,,25,,40,,105,,25,
2021,"Lacombe (CA), Alta.",15 to 24 years,Total - Gender,% distribution (2021),129.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 24 years,Men+,2021 Counts,129.4.2.1,820,,725,,85,,0,,0,,15,,15,,50,,15,
2021,"Lacombe (CA), Alta.",15 to 24 years,Men+,% distribution (2021),129.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 24 years,Women+,2021 Counts,129.4.3.1,805,,690,,105,,0,,15,,10,,25,,55,,10,
2021,"Lacombe (CA), Alta.",15 to 24 years,Women+,% distribution (2021),129.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Total - Gender,2021 Counts,129.5.1.1,875,,795,,75,,0,,0,,15,,20,,40,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Total - Gender,% distribution (2021),129.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Men+,2021 Counts,129.5.2.1,450,,415,,35,,0,,0,,10,,15,,15,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Men+,% distribution (2021),129.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Women+,2021 Counts,129.5.3.1,425,,385,,40,,0,,0,,0,,0,,30,,0,
2021,"Lacombe (CA), Alta.",15 to 19 years,Women+,% distribution (2021),129.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",20 to 24 years,Total - Gender,2021 Counts,129.6.1.1,755,,625,,110,,0,,15,,10,,25,,65,,25,
2021,"Lacombe (CA), Alta.",20 to 24 years,Total - Gender,% distribution (2021),129.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",20 to 24 years,Men+,2021 Counts,129.6.2.1,370,,310,,50,,0,,0,,0,,0,,40,,15,
2021,"Lacombe (CA), Alta.",20 to 24 years,Men+,% distribution (2021),129.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",20 to 24 years,Women+,2021 Counts,129.6.3.1,380,,310,,65,,0,,15,,0,,20,,20,,10,
2021,"Lacombe (CA), Alta.",20 to 24 years,Women+,% distribution (2021),129.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 64 years,Total - Gender,2021 Counts,129.7.1.1,6575,,5565,,940,,280,,105,,115,,175,,275,,70,
2021,"Lacombe (CA), Alta.",25 to 64 years,Total - Gender,% distribution (2021),129.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 64 years,Men+,2021 Counts,129.7.2.1,3130,,2655,,445,,150,,50,,45,,85,,110,,30,
2021,"Lacombe (CA), Alta.",25 to 64 years,Men+,% distribution (2021),129.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 64 years,Women+,2021 Counts,129.7.3.1,3450,,2910,,500,,130,,50,,70,,85,,160,,40,
2021,"Lacombe (CA), Alta.",25 to 64 years,Women+,% distribution (2021),129.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 54 years,Total - Gender,2021 Counts,129.8.1.1,4875,,4070,,735,,135,,100,,85,,175,,240,,70,
2021,"Lacombe (CA), Alta.",25 to 54 years,Total - Gender,% distribution (2021),129.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 54 years,Men+,2021 Counts,129.8.2.1,2370,,2000,,340,,75,,50,,30,,85,,100,,30,
2021,"Lacombe (CA), Alta.",25 to 54 years,Men+,% distribution (2021),129.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 54 years,Women+,2021 Counts,129.8.3.1,2500,,2065,,395,,55,,50,,55,,85,,140,,40,
2021,"Lacombe (CA), Alta.",25 to 54 years,Women+,% distribution (2021),129.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 34 years,Total - Gender,2021 Counts,129.9.1.1,1575,,1350,,195,,25,,20,,10,,30,,110,,30,
2021,"Lacombe (CA), Alta.",25 to 34 years,Total - Gender,% distribution (2021),129.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 34 years,Men+,2021 Counts,129.9.2.1,755,,655,,85,,10,,10,,0,,10,,50,,10,
2021,"Lacombe (CA), Alta.",25 to 34 years,Men+,% distribution (2021),129.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",25 to 34 years,Women+,2021 Counts,129.9.3.1,825,,690,,110,,10,,10,,10,,15,,60,,20,
2021,"Lacombe (CA), Alta.",25 to 34 years,Women+,% distribution (2021),129.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",35 to 44 years,Total - Gender,2021 Counts,129.10.1.1,1780,,1510,,235,,20,,25,,25,,80,,80,,35,
2021,"Lacombe (CA), Alta.",35 to 44 years,Total - Gender,% distribution (2021),129.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",35 to 44 years,Men+,2021 Counts,129.10.2.1,860,,740,,100,,20,,15,,10,,30,,25,,20,
2021,"Lacombe (CA), Alta.",35 to 44 years,Men+,% distribution (2021),129.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",35 to 44 years,Women+,2021 Counts,129.10.3.1,920,,765,,130,,0,,10,,15,,50,,55,,20,
2021,"Lacombe (CA), Alta.",35 to 44 years,Women+,% distribution (2021),129.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Total - Gender,2021 Counts,129.11.1.1,1525,,1210,,310,,80,,55,,55,,65,,55,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Total - Gender,% distribution (2021),129.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Men+,2021 Counts,129.11.2.1,760,,605,,155,,40,,20,,20,,40,,25,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Men+,% distribution (2021),129.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Women+,2021 Counts,129.11.3.1,760,,605,,150,,40,,35,,30,,20,,25,,0,
2021,"Lacombe (CA), Alta.",45 to 54 years,Women+,% distribution (2021),129.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Total - Gender,2021 Counts,129.12.1.1,1705,,1495,,210,,145,,0,,30,,0,,30,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Total - Gender,% distribution (2021),129.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Men+,2021 Counts,129.12.2.1,755,,650,,105,,80,,0,,10,,0,,10,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Men+,% distribution (2021),129.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Women+,2021 Counts,129.12.3.1,945,,840,,105,,70,,0,,15,,0,,20,,0,
2021,"Lacombe (CA), Alta.",55 to 64 years,Women+,% distribution (2021),129.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Total - Gender,2021 Counts,129.13.1.1,2230,,1895,,330,,285,,0,,0,,20,,20,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Total - Gender,% distribution (2021),129.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Men+,2021 Counts,129.13.2.1,1020,,900,,125,,100,,0,,0,,0,,10,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Men+,% distribution (2021),129.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Women+,2021 Counts,129.13.3.1,1205,,1000,,210,,185,,0,,0,,0,,10,,0,
2021,"Lacombe (CA), Alta.",65 years and over,Women+,% distribution (2021),129.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Total - Gender,2021 Counts,129.14.1.1,1360,,1180,,175,,150,,0,,0,,0,,20,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Total - Gender,% distribution (2021),129.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Men+,2021 Counts,129.14.2.1,650,,575,,75,,65,,0,,0,,0,,10,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Men+,% distribution (2021),129.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Women+,2021 Counts,129.14.3.1,710,,610,,95,,85,,0,,0,,0,,10,,0,
2021,"Lacombe (CA), Alta.",65 to 74 years,Women+,% distribution (2021),129.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Total - Gender,2021 Counts,129.15.1.1,875,,715,,160,,135,,0,,0,,20,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Total - Gender,% distribution (2021),129.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Men+,2021 Counts,129.15.2.1,370,,325,,45,,35,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Men+,% distribution (2021),129.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Women+,2021 Counts,129.15.3.1,500,,395,,110,,95,,0,,0,,0,,0,,0,
2021,"Lacombe (CA), Alta.",75 years and over,Women+,% distribution (2021),129.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",Total - Age,Total - Gender,2021 Counts,130.1.1.1,120500,,101375,,17385,,7060,,1240,,2400,,3045,,3640,,1735,
2021,"Lethbridge (CMA), Alta.",Total - Age,Total - Gender,% distribution (2021),130.1.1.2,0.3,,0.3,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",Total - Age,Men+,2021 Counts,130.1.2.1,59825,,50375,,8545,,3405,,635,,1205,,1555,,1750,,910,
2021,"Lethbridge (CMA), Alta.",Total - Age,Men+,% distribution (2021),130.1.2.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",Total - Age,Women+,2021 Counts,130.1.3.1,60675,,51000,,8840,,3655,,605,,1200,,1485,,1895,,830,
2021,"Lethbridge (CMA), Alta.",Total - Age,Women+,% distribution (2021),130.1.3.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Total - Gender,2021 Counts,130.2.1.1,23240,,21970,,1080,,0,,0,,80,,345,,660,,185,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Total - Gender,% distribution (2021),130.2.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Men+,2021 Counts,130.2.2.1,11950,,11265,,580,,0,,0,,40,,195,,340,,105,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Men+,% distribution (2021),130.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Women+,2021 Counts,130.2.3.1,11285,,10700,,500,,0,,0,,35,,150,,315,,85,
2021,"Lethbridge (CMA), Alta.",0 to 14 years,Women+,% distribution (2021),130.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 years and over,Total - Gender,2021 Counts,130.3.1.1,97260,,79410,,16305,,7060,,1240,,2325,,2700,,2980,,1545,
2021,"Lethbridge (CMA), Alta.",15 years and over,Total - Gender,% distribution (2021),130.3.1.2,0.3,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 years and over,Men+,2021 Counts,130.3.2.1,47875,,39105,,7970,,3405,,635,,1160,,1355,,1405,,800,
2021,"Lethbridge (CMA), Alta.",15 years and over,Men+,% distribution (2021),130.3.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 years and over,Women+,2021 Counts,130.3.3.1,49385,,40300,,8340,,3655,,605,,1160,,1340,,1575,,745,
2021,"Lethbridge (CMA), Alta.",15 years and over,Women+,% distribution (2021),130.3.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Total - Gender,2021 Counts,130.4.1.1,16385,,13775,,2050,,25,,195,,460,,685,,690,,565,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Total - Gender,% distribution (2021),130.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Men+,2021 Counts,130.4.2.1,8245,,6925,,1040,,15,,125,,210,,355,,340,,280,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Men+,% distribution (2021),130.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Women+,2021 Counts,130.4.3.1,8135,,6850,,1010,,10,,65,,250,,330,,355,,280,
2021,"Lethbridge (CMA), Alta.",15 to 24 years,Women+,% distribution (2021),130.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,130.5.1.1,7280,,6345,,820,,0,,50,,155,,275,,345,,120,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Total - Gender,% distribution (2021),130.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Men+,2021 Counts,130.5.2.1,3640,,3175,,410,,0,,25,,75,,135,,170,,60,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Men+,% distribution (2021),130.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Women+,2021 Counts,130.5.3.1,3645,,3175,,410,,0,,20,,80,,140,,175,,65,
2021,"Lethbridge (CMA), Alta.",15 to 19 years,Women+,% distribution (2021),130.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,130.6.1.1,9100,,7430,,1235,,25,,150,,305,,415,,345,,440,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Total - Gender,% distribution (2021),130.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Men+,2021 Counts,130.6.2.1,4605,,3755,,630,,15,,95,,135,,220,,170,,225,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Men+,% distribution (2021),130.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Women+,2021 Counts,130.6.3.1,4490,,3675,,600,,10,,50,,170,,195,,180,,220,
2021,"Lethbridge (CMA), Alta.",20 to 24 years,Women+,% distribution (2021),130.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Total - Gender,2021 Counts,130.7.1.1,61335,,50220,,10135,,3230,,970,,1765,,1930,,2235,,980,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Total - Gender,% distribution (2021),130.7.1.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Men+,2021 Counts,130.7.2.1,30520,,25075,,4925,,1535,,480,,910,,960,,1040,,515,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Men+,% distribution (2021),130.7.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Women+,2021 Counts,130.7.3.1,30810,,25140,,5210,,1700,,495,,855,,970,,1190,,460,
2021,"Lethbridge (CMA), Alta.",25 to 64 years,Women+,% distribution (2021),130.7.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Total - Gender,2021 Counts,130.8.1.1,46735,,37845,,7945,,1705,,800,,1490,,1795,,2145,,950,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Total - Gender,% distribution (2021),130.8.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Men+,2021 Counts,130.8.2.1,23295,,18960,,3830,,810,,385,,755,,885,,1005,,505,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Men+,% distribution (2021),130.8.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Women+,2021 Counts,130.8.3.1,23440,,18880,,4110,,900,,420,,740,,910,,1140,,445,
2021,"Lethbridge (CMA), Alta.",25 to 54 years,Women+,% distribution (2021),130.8.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,130.9.1.1,17405,,14470,,2300,,255,,215,,420,,515,,900,,635,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Total - Gender,% distribution (2021),130.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Men+,2021 Counts,130.9.2.1,8740,,7315,,1100,,135,,120,,205,,245,,395,,330,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Men+,% distribution (2021),130.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Women+,2021 Counts,130.9.3.1,8665,,7155,,1200,,115,,90,,220,,265,,510,,305,
2021,"Lethbridge (CMA), Alta.",25 to 34 years,Women+,% distribution (2021),130.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Total - Gender,2021 Counts,130.10.1.1,15990,,12670,,3105,,525,,240,,615,,840,,885,,215,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Total - Gender,% distribution (2021),130.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Men+,2021 Counts,130.10.2.1,8025,,6430,,1495,,235,,85,,315,,425,,435,,105,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Men+,% distribution (2021),130.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Women+,2021 Counts,130.10.3.1,7965,,6240,,1615,,295,,155,,300,,420,,455,,110,
2021,"Lethbridge (CMA), Alta.",35 to 44 years,Women+,% distribution (2021),130.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",45 to 54 years,Total - Gender,2021 Counts,130.11.1.1,13340,,10700,,2535,,930,,350,,455,,435,,360,,100,
2021,"Lethbridge (CMA), Alta.",45 to 54 years,Total - Gender,% distribution (2021),130.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",45 to 54 years,Men+,2021 Counts,130.11.2.1,6530,,5220,,1240,,440,,175,,230,,215,,175,,75,
2021,"Lethbridge (CMA), Alta.",45 to 54 years,Men+,% distribution (2021),130.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Lethbridge (CMA), Alta.",45 to 54 years,Women+,2021 Counts,130.11.3.1,6810,,5485,,1295,,495,,175,,225,,225,,185,,25,
